site15 CFKADS2218   75  27.3300  27.3720  2025   27   8   436.45     0.10  0.0257   2045.4     0.62   0.129   132.1    5.3   0.989    2011  1  0.040
site15 CFKADS2218   75  27.3720  27.4130  2025   27   9   436.51     0.16  0.0257   2047.7     1.03   0.129   131.2    5.1   0.989    2011  1  0.040
site15 CFKADS2218   75  27.4130  27.4550  2025   27  10   436.85     0.26  0.0257   2054.5     2.28   0.129   133.3    5.3   0.989    2010  1  0.040
site15 CFKADS2218   75  27.4550  27.4970  2025   27  11   437.04     0.22  0.0257   2055.5     1.60   0.129   135.9    5.6   0.989    1603  1  0.040
site15 CFKADS2218   75  27.4970  27.5380  2025   27  12   436.15     0.50  0.0257   2055.5     1.97   0.129   134.5    5.6   0.989    2012  1  0.040
site15 CFKADS2218   75  27.5380  27.5800  2025   27  13   437.25     0.39  0.0257   2061.2     1.96   0.129   139.4    5.6   0.989    2011  1  0.040
site15 CFKADS2218   75  27.5800  27.6220  2025   27  14   439.31     0.37  0.0257   2062.6     1.72   0.129   153.9    6.1   0.989    2010  1  0.040
site15 CFKADS2218   75  27.6220  27.6630  2025   27  15   438.40     0.36  0.0257   2062.6     1.38   0.129   149.8    5.7   0.989    2010  1  0.040
site15 CFKADS2218   75  27.6630  27.7050  2025   27  16   436.35     0.70  0.0257   2074.2    16.15   0.129   141.3    5.8   0.989    2011  1  0.040
site15 CFKADS2218   75  27.7050  27.7470  2025   27  17   434.85     0.43  0.0257   2080.8    22.33   0.129   131.7    5.6   0.989    2011  1  0.040
site15 CFKADS2218   75  27.7470  27.7880  2025   27  18   433.47     0.32  0.0257   2062.5     3.47   0.129   127.6    5.2   0.989    2012  1  0.040
site15 CFKADS2218   75  27.7880  27.8300  2025   27  19   433.10     0.11  0.0257   2054.0     1.98   0.129   125.5    5.2   0.989    2012  1  0.040
site15 CFKADS2218   75  27.8300  27.8720  2025   27  20   433.04     0.09  0.0257   2046.7     1.81   0.129   125.9    5.0   0.989    2012  1  0.040
site15 CFKADS2218   75  27.8720  27.9130  2025   27  21   433.55     0.47  0.0257   2044.8     0.58   0.129   131.5    6.9   0.989    2012  1  0.040
site15 CFKADS2218   75  27.9130  27.9550  2025   27  22   433.99     0.18  0.0257   2048.1     2.02   0.129   131.3    6.9   0.989    2012  1  0.040
site15 CFKADS2218   75  27.9550  27.9970  2025   27  23   434.95     0.28  0.0257   2052.9     5.16   0.129   133.6    7.5   0.989    2013  1  0.040
site15 CFKADS2218   75  27.9970  28.0380  2025   28   0   435.59     0.63  0.0243   2084.6     7.72   0.116   137.3    5.9   1.007    2013  1  0.040
site15 CFKADS2218   75  28.0380  28.0800  2025   28   1   436.58     0.37  0.0243   2098.9     3.07   0.116   141.8    5.4   1.007    2011  1  0.040
site15 CFKADS2218   75  28.0800  28.1220  2025   28   2   436.31     0.16  0.0243   2093.4     1.08   0.116   139.6    5.8   1.007    2013  1  0.040
site15 CFKADS2218   75  28.1220  28.1630  2025   28   3   436.53     0.29  0.0243   2073.3     7.62   0.116   140.6    8.9   1.007    2011  1  0.040
site15 CFKADS2218   75  28.1630  28.2050  2025   28   4   435.99     0.11  0.0243   2078.1     2.70   0.116   137.4    5.0   1.007    2012  1  0.040
site15 CFKADS2218   75  28.2050  28.2470  2025   28   5   435.89     0.17  0.0243   2083.6     1.15   0.116   138.3    5.0   1.007    2013  1  0.040
site15 CFKADS2218   75  28.2470  28.2880  2025   28   6   435.76     0.10  0.0243   2089.0     1.92   0.116   138.6    5.2   1.007    2010  1  0.040
site15 CFKADS2218   75  28.2880  28.3300  2025   28   7   435.87     0.11  0.0243   2090.8     0.88   0.116   138.4    4.9   1.007    2013  1  0.040
site15 CFKADS2218   75  28.3300  28.3720  2025   28   8   436.29     0.14  0.0243   2086.2     2.80   0.116   139.1    5.0   1.007    2013  1  0.040
site15 CFKADS2218   75  28.3720  28.4130  2025   28   9   436.72     0.11  0.0243   2075.8     3.58   0.116   138.5    5.1   1.007    2011  1  0.040
site15 CFKADS2218   75  28.4130  28.4550  2025   28  10   436.99     0.26  0.0243   2070.5     0.54   0.116   138.0    5.0   1.007    1614  1  0.040
site15 CFKADS2218   75  28.4550  28.4970  2025   28  11   437.44     0.12  0.0243   2072.2     0.70   0.116   139.5    5.2   1.007    2011  1  0.040
site15 CFKADS2218   75  28.4970  28.5380  2025   28  12   437.73     0.31  0.0243   2075.7     1.20   0.116   142.0    5.3   1.007    2012  1  0.040
site15 CFKADS2218   75  28.5380  28.5800  2025   28  13   438.42     0.31  0.0243   2080.3     2.52   0.116   145.4    5.3   1.007    2011  1  0.040
site15 CFKADS2218   75  28.5800  28.6220  2025   28  14   438.51     0.22  0.0243   2090.0     2.21   0.116   147.5    5.2   1.007    2012  1  0.040
site15 CFKADS2218   75  28.6220  28.6630  2025   28  15   438.35     0.18  0.0243   2099.2     1.87   0.116   145.7    5.2   1.007    2012  1  0.040
site15 CFKADS2218   75  28.6630  28.7050  2025   28  16   438.08     0.20  0.0243   2092.8     5.05   0.116   141.6    5.8   1.007    2013  1  0.040
site15 CFKADS2218   75  28.7050  28.7470  2025   28  17   437.18     0.81  0.0243   2090.1     9.92   0.116   137.5    6.8   1.007    2014  1  0.040
site15 CFKADS2218   75  28.7470  28.7880  2025   28  18   436.31     0.22  0.0243   2077.0     2.04   0.116   132.4    5.5   1.007    2012  1  0.040
site15 CFKADS2218   75  28.7880  28.8300  2025   28  19   436.16     0.20  0.0243   2086.7     6.69   0.116   133.4    5.2   1.007    2012  1  0.040
site15 CFKADS2218   75  28.8300  28.8720  2025   28  20   436.44     0.43  0.0243   2101.8     3.47   0.116   132.6    5.3   1.007    2012  1  0.040
site15 CFKADS2218   75  28.8720  28.9130  2025   28  21   437.87     0.37  0.0243   2097.4     2.96   0.116   136.9    5.0   1.007    2011  1  0.040
site15 CFKADS2218   75  28.9130  28.9550  2025   28  22   437.77     0.72  0.0243   2118.4    10.06   0.116   140.4    5.3   1.007    2012  1  0.040
site15 CFKADS2218   75  28.9550  28.9970  2025   28  23   437.65     0.52  0.0243   2152.2    10.23   0.116   141.6    5.2   1.007    2011  1  0.040
site15 CFKADS2218   75  28.9970  29.0380  2025   29   0   437.43     0.28  0.0230   2179.6     4.57   0.107   146.3    5.1   0.988    2011  1  0.040
site15 CFKADS2218   75  29.0380  29.0800  2025   29   1   438.18     0.19  0.0230   2150.3    15.06   0.107   147.4    5.0   0.988    2010  1  0.040
site15 CFKADS2218   75  29.0800  29.1220  2025   29   2   437.78     0.10  0.0230   2126.0     3.33   0.107   147.1    5.0   0.988    2012  1  0.040
site15 CFKADS2218   75  29.1220  29.1630  2025   29   3   437.49     0.13  0.0230   2116.8     1.47   0.107   145.3    5.0   0.988    2010  1  0.040
site15 CFKADS2218   75  29.1630  29.2050  2025   29   4   437.13     0.11  0.0230   2110.9     3.42   0.107   141.8    5.1   0.988    2011  1  0.040
site15 CFKADS2218   75  29.2050  29.2470  2025   29   5   436.74     0.14  0.0230   2100.7     4.72   0.107   139.0    4.9   0.988    2011  1  0.040
site15 CFKADS2218   75  29.2470  29.2880  2025   29   6   436.18     0.14  0.0230   2083.8     3.67   0.107   135.2    5.1   0.988    2012  1  0.040
site15 CFKADS2218   75  29.2880  29.3300  2025   29   7   436.02     0.14  0.0230   2074.7     2.80   0.107   133.0    5.0   0.988    2011  1  0.040
site15 CFKADS2218   75  29.3300  29.3720  2025   29   8   435.87     0.09  0.0230   2067.2     2.44   0.107   131.6    5.0   0.988    2012  1  0.040
site15 CFKADS2218   75  29.3720  29.4130  2025   29   9   436.31     0.18  0.0230   2058.5     3.96   0.107   129.8    5.1   0.988    1604  1  0.040
site15 CFKADS2218   75  29.4130  29.4550  2025   29  10   436.51     0.19  0.0230   2049.4     1.94   0.107   128.2    5.2   0.988    2012  1  0.040
site15 CFKADS2218   75  29.4550  29.4970  2025   29  11   436.36     0.50  0.0230   2044.2     1.29   0.107   126.6    5.4   0.988    2012  1  0.040
site15 CFKADS2218   75  29.4970  29.5380  2025   29  12   434.65     0.27  0.0230   2037.4     1.86   0.107   118.9    5.4   0.988    2012  1  0.040
site15 CFKADS2218   75  29.5380  29.5800  2025   29  13   434.53     0.07  0.0230   2035.5     0.30   0.107   115.7    5.2   0.988    2012  1  0.040
site15 CFKADS2218   75  29.5800  29.6220  2025   29  14   434.42     0.19  0.0230   2032.5     1.51   0.107   113.7    5.0   0.988    2013  1  0.040
site15 CFKADS2218   75  29.6220  29.6630  2025   29  15   433.85     0.26  0.0230   2027.2     1.23   0.107   111.6    5.2   0.988    2012  1  0.040
site15 CFKADS2218   75  29.6630  29.7050  2025   29  16   432.95     0.34  0.0230   2022.2     1.91   0.107   110.1    5.2   0.988    2013  1  0.040
site15 CFKADS2218   75  29.7050  29.7470  2025   29  17   432.62     0.10  0.0230   2019.9     0.39   0.107   109.6    5.2   0.988    2012  1  0.040
site15 CFKADS2218   75  29.7470  29.7860  2025   29  18   432.78     0.07  0.0230   2020.7     0.25   0.107   110.3    5.0   0.988    1882  1  0.040
site15 CFKADS2218   75  29.8000  29.8300  2025   29  19   432.83     0.09  0.0230   2020.5     0.31   0.107   110.9    5.1   0.988    1369  1  0.040
site15 CFKADS2218   75  29.8300  29.8720  2025   29  20   432.52     0.14  0.0230   2019.4     0.34   0.107   110.0    5.0   0.988    1911  1  0.040
site15 CFKADS2218   75  29.8720  29.9130  2025   29  21   432.33     0.06  0.0230   2019.1     0.23   0.107   110.3    5.3   0.988    1909  1  0.040
site15 CFKADS2218   75  29.9130  29.9550  2025   29  22   432.40     0.08  0.0230   2019.8     0.56   0.107   111.2    5.1   0.988    1912  1  0.040
site15 CFKADS2218   75  29.9550  29.9970  2025   29  23   432.70     0.30  0.0230   2021.3     1.13   0.107   114.0    5.4   0.988    1910  1  0.040
site15 CFKADS2218   75  29.9970  30.0380  2025   30   0   432.93     0.41  0.0237   2025.5    12.17   0.107   113.4    6.1   1.044    1912  1  0.040
site15 CFKADS2218   75  30.0380  30.0800  2025   30   1   433.95     0.63  0.0237   2035.6     9.44   0.107   118.1    6.0   1.044    1910  1  0.040
site15 CFKADS2218   75  30.0800  30.1220  2025   30   2   433.50     0.41  0.0237   2039.8    18.84   0.107   118.0    6.5   1.044    1911  1  0.040
site15 CFKADS2218   75  30.1220  30.1630  2025   30   3   432.98     0.23  0.0237   2025.6     6.42   0.107   114.2    5.8   1.044    1911  1  0.040
site15 CFKADS2218   75  30.1630  30.2050  2025   30   4   432.75     0.19  0.0237   2020.2     0.91   0.107   114.6    6.3   1.044    1912  1  0.040
site15 CFKADS2218   75  30.2050  30.2470  2025   30   5   432.90     0.15  0.0237   2027.9     3.31   0.107   115.6    5.2   1.044    1912  1  0.040
site15 CFKADS2218   75  30.2470  30.2880  2025   30   6   432.47     0.95  0.0237   2024.3     6.24   0.107   112.1    5.2   1.044    1912  1  0.040
site15 CFKADS2218   75  30.2880  30.3300  2025   30   7   431.93     0.35  0.0237   2031.2    14.24   0.107   115.2    6.9   1.044    1910  1  0.040
site15 CFKADS2218   75  30.3300  30.3720  2025   30   8   432.19     0.37  0.0237   2050.2    14.93   0.107   117.0    5.8   1.044    1909  1  0.040
site15 CFKADS2218   75  30.3720  30.4130  2025   30   9   431.68     0.36  0.0237   2036.2    19.35   0.107   114.2    5.6   1.044    1910  1  0.040
site15 CFKADS2218   75  30.4130  30.4550  2025   30  10   432.10     0.35  0.0237   2035.2    11.58   0.107   114.8    5.7   1.044    1909  1  0.040
site15 CFKADS2218   75  30.4550  30.4970  2025   30  11   431.82     0.16  0.0237   2025.8     2.41   0.107   114.0    5.2   1.044    1911  1  0.040
site15 CFKADS2218   75  30.4970  30.5380  2025   30  12   432.24     0.34  0.0237   2023.8     1.58   0.107   115.1    5.2   1.044    1909  1  0.040
site15 CFKADS2218   75  30.5380  30.5800  2025   30  13   432.86     0.26  0.0237   2037.8     6.15   0.107   120.4    5.3   1.044    1909  1  0.040
site15 CFKADS2218   75  30.5800  30.6220  2025   30  14   445.01    15.06  0.0237   2040.1     3.86   0.107   123.8    6.7   1.044    1906  1  0.040
site15 CFKADS2218   75  30.6220  30.6630  2025   30  15   441.65    12.93  0.0237   2035.4     3.12   0.107   131.4    7.2   1.044    1906  1  0.040
site15 CFKADS2218   75  30.6630  30.7050  2025   30  16   443.92     1.99  0.0237   2032.8     2.98   0.107   131.0    6.0   1.044    1908  1  0.040
site15 CFKADS2218   75  30.7050  30.7410  2025   30  17   441.31     1.06  0.0237   2040.7     1.47   0.107   136.8    5.8   1.044    1656  1  0.040
site15 CFKADS2218   75  30.7490  30.7880  2025   30  18   438.81     0.88  0.0237   2041.6     0.88   0.107   134.2    6.6   1.044    1779  1  0.040
site15 CFKADS2218   75  30.7880  30.8300  2025   30  19   438.68     0.62  0.0237   2046.9     1.74   0.107   133.4    6.4   1.044    1906  1  0.040
site15 CFKADS2218   75  30.8300  30.8720  2025   30  20   438.49     0.81  0.0237   2048.2     1.16   0.107   143.7    7.9   1.044    1906  1  0.040
site15 CFKADS2218   75  30.8720  30.9130  2025   30  21   438.22     0.35  0.0237   2051.6     2.85   0.107   144.3    5.7   1.044    1905  1  0.040
site15 CFKADS2218   75  30.9130  30.9550  2025   30  22   438.66     0.62  0.0237   2050.9     0.70   0.107   147.9    6.7   1.044    1904  1  0.040
site15 CFKADS2218   75  30.9550  30.9970  2025   30  23   438.98     2.24  0.0237   2051.4     2.23   0.107   141.0    5.8   1.044    1902  1  0.040
site15 CFKADS2218   75  31.0000      NaN  2025   31   0      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.0417      NaN  2025   31   1      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.0833      NaN  2025   31   2      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.1250      NaN  2025   31   3      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.1667      NaN  2025   31   4      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.2083      NaN  2025   31   5      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.2500      NaN  2025   31   6      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.2917      NaN  2025   31   7      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.3333      NaN  2025   31   8      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.3750      NaN  2025   31   9      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.4167      NaN  2025   31  10      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.4583      NaN  2025   31  11      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.5000      NaN  2025   31  12      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.5417      NaN  2025   31  13      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.5833      NaN  2025   31  14      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.6250      NaN  2025   31  15      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.6667      NaN  2025   31  16      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.7083      NaN  2025   31  17      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.7500      NaN  2025   31  18      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.7917      NaN  2025   31  19      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  31.8300  31.8720  2025   31  20   439.30     0.44  0.0237   2101.8     1.42   0.109   141.9    5.4   1.054    1899  1  0.040
site15 CFKADS2218   75  31.8720  31.9130  2025   31  21   439.09     0.15  0.0237   2102.2     0.47   0.109   143.3    5.2   1.054    1897  1  0.040
site15 CFKADS2218   75  31.9130  31.9550  2025   31  22   440.38     0.61  0.0237   2108.3     3.53   0.109   151.2    7.9   1.054    1899  1  0.040
site15 CFKADS2218   75  31.9550  31.9970  2025   31  23   441.35     0.47  0.0237   2131.7     8.44   0.109   153.0    5.5   1.054    1899  1  0.040
site15 CFKADS2218   75  32.0000      NaN  2025   32   0      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.0417      NaN  2025   32   1      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.0833      NaN  2025   32   2      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.1250      NaN  2025   32   3      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.1667      NaN  2025   32   4      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.2083      NaN  2025   32   5      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.2500      NaN  2025   32   6      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.2917      NaN  2025   32   7      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.3333      NaN  2025   32   8      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  32.3750      NaN  2025   32   9      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
